index,steps,peak
50242,109,75364
50243,109,226096
50244,39,50244
50245,39,150736
50246,39,113056
50247,127,611224
50248,65,80512
50249,171,619648
50250,65,80512
50251,39,226132
50252,65,80512
50253,65,150760
50254,65,190816
50255,65,508840
50256,127,50256
50257,65,150772
50258,140,515860
50259,140,515860
50260,127,50260
50261,127,150784
50262,39,113092
50263,39,339280
50264,158,50264
50265,114,169648
50266,158,75400
50267,140,644164
50268,158,84832
50269,158,150808
50270,140,815344
50271,140,815344
50272,127,50272
50273,109,190888
50274,158,75412
50275,158,226240
50276,158,50276
50277,158,150832
50278,158,113128
50279,233,2612464
50280,127,50280
50281,109,381832
50282,127,75424
50283,140,774196
50284,65,322216
50285,65,322216
50286,65,322216
50287,65,644416
50288,109,50288
50289,127,150868
50290,114,305908
50291,114,305908
50292,109,50292
50293,109,150880
50294,39,127312
50295,39,339496
50296,109,63664
50297,158,286468
50298,109,75448
50299,109,254644
50300,158,190996
50301,158,190996
50302,158,572992
50303,158,1718980
50304,65,50304
50305,158,407968
50306,39,75460
50307,39,226384
50308,39,50308
50309,39,150928
50310,39,113200
50311,233,1276936
50312,65,50312
50313,233,1450708
50314,65,75472
50315,114,226420
50316,65,56608
50317,65,150952
50318,158,169828
50319,158,509488
50320,65,50320
50321,158,150964
50322,158,127384
50323,158,226456
50324,65,50324
50325,65,150976
50326,65,113236
50327,65,339712
50328,65,50328
50329,39,169864
50330,65,75496
50331,202,2942080
50332,264,497176
50333,264,497176
50334,264,497176
50335,88,2324752
50336,65,50336
50337,88,871864
50338,109,75508
50339,109,226528
50340,109,143368
50341,109,151024
50342,109,143368
50343,114,645136
50344,65,50344
50345,114,1290328
50346,65,75520
50347,65,226564
50348,65,56644
50349,65,151048
50350,65,169936
50351,65,509812
50352,127,50352
50353,109,151060
50354,109,121012
50355,109,226600
50356,127,50356
50357,127,151072
50358,109,242008
50359,109,339928
50360,127,50360
50361,109,363040
50362,127,75544
50363,158,1089124
50364,233,6810136
50365,233,6810136
50366,233,6810136
50367,65,1147444
50368,65,50368
50369,65,151108
50370,65,95632
50371,65,226672
50372,65,50372
50373,65,151120
50374,65,113344
50375,65,340036
50376,65,50376
50377,65,255040
50378,65,75568
50379,65,226708
50380,65,56680
50381,65,151144
50382,158,430432
50383,158,510136
50384,65,50384
50385,158,151156
50386,158,191320
50387,158,226744
50388,65,50388
50389,65,151168
50390,70,113380
50391,70,340144
50392,65,71764
50393,65,170080
50394,65,75592
50395,70,382696
50396,65,85048
50397,65,151192
50398,70,287044
50399,70,765448
50400,65,50400
50401,70,645892
50402,65,75604
50403,65,226816
50404,158,60568
50405,158,151216
50406,158,113416
50407,109,574180
50408,65,50408
50409,65,382804
50410,65,75616
50411,158,323008
50412,65,63808
50413,65,151240
50414,65,170152
50415,189,4905988
50416,65,50416
50417,65,151252
50418,65,143584
50419,65,226888
50420,65,50420
50421,65,151264
50422,65,127636
50423,65,340360
50424,158,817936
50425,65,191464
50426,158,817936
50427,171,121012864
50428,158,817936
50429,158,817936
50430,189,1090564
50431,189,2585032
50432,34,50432
50433,65,151300
50434,65,107728
50435,65,226960
50436,65,50436
50437,65,151312
50438,65,113488
50439,70,340468
50440,65,50440
50441,233,552904
50442,65,75664
50443,109,226996
50444,65,56752
50445,65,151336
50446,65,170260
50447,65,510784
50448,65,50448
50449,65,151348
50450,109,215512
50451,109,227032
50452,65,50452
50453,65,151360
50454,65,113524
50455,65,340576
50456,65,50456
50457,109,517912
50458,65,75688
50459,114,8286136
50460,65,242512
50461,65,242512
50462,65,255472
50463,65,766420
50464,96,50464
50465,65,151396
50466,65,75700
50467,65,227104
50468,65,63880
50469,65,151408
50470,65,113560
50471,202,383272
50472,96,50472
50473,202,574936
50474,96,75712
50475,65,227140
50476,65,56788
50477,65,151432
50478,65,170368
50479,109,511108
50480,96,50480
50481,65,151444
50482,65,85192
50483,65,227176
50484,96,50484
50485,96,151456
50486,171,3934960
50487,171,3934960
50488,109,345544
50489,109,323512
50490,109,345544
50491,65,255616
50492,109,345544
50493,109,345544
50494,109,647080
50495,109,1150360
50496,34,50496
50497,96,151492
50498,65,75748
50499,65,227248
50500,96,53944
50501,96,151504
50502,96,113632
50503,202,984148
50504,158,182068
50505,96,255688
50506,158,182068
50507,96,227284
50508,158,182068
50509,158,182068
50510,96,215764
50511,96,511432
50512,34,50512
50513,158,485512
50514,233,6221608
50515,233,6221608
50516,34,50516
50517,34,151552
50518,65,113668
50519,65,341008
50520,65,50520
50521,96,170512
50522,65,75784
50523,233,383668
50524,65,85264
50525,65,151576
50526,96,255796
50527,96,767392
50528,127,50528
50529,96,191860
50530,65,75796
50531,65,227392
50532,65,50532
50533,65,151600
50534,65,113704
50535,96,1295188
50536,127,50536
50537,65,383776
50538,127,75808
50539,65,227428
50540,65,95956
50541,65,151624
50542,65,170584
50543,158,575728
50544,127,50544
50545,127,151636
50546,65,85300
50547,65,227464
50548,127,50548
50549,127,151648
50550,65,127960
50551,65,341224
50552,202,129760
50553,109,3113152
50554,202,129760
50555,65,255940
50556,202,191968
50557,202,191968
50558,202,1093336
50559,202,1727728
50560,83,50560
50561,202,182248
50562,127,75844
50563,127,227536
50564,158,102544
50565,158,151696
50566,158,113776
50567,127,341332
50568,158,50568
50569,158,288016
50570,158,75856
50571,158,227572
50572,158,56896
50573,158,151720
50574,65,170692
50575,65,512080
50576,158,50576
50577,57,151732
50578,57,128032
50579,57,227608
50580,158,50580
50581,158,151744
50582,57,113812
50583,57,341440
50584,158,50584
50585,57,170728
50586,158,75880
50587,96,576232
50588,96,324160
50589,96,324160
50590,96,324160
50591,202,1641040
50592,83,50592
50593,57,151780
50594,65,75892
50595,65,227680
50596,65,96064
50597,65,151792
50598,65,113848
50599,83,384244
50600,83,50600
50601,57,864592
50602,83,75904
50603,57,227716
50604,65,56932
50605,65,151816
50606,65,170800
50607,96,512404
50608,57,50608
50609,158,151828
50610,158,85408
50611,158,227752
50612,57,50612
50613,57,151840
50614,57,192184
50615,57,341656
50616,57,50616
50617,158,170836
50618,57,75928
50619,57,256264
50620,57,144160
50621,57,151864
50622,57,384424
50623,109,6568288
50624,83,50624
50625,57,151876
50626,57,243304
50627,57,243304
50628,83,50628
50629,83,151888
50630,83,113920
50631,109,584656
50632,158,50632
50633,158,256336
50634,158,75952
50635,65,227860
50636,158,56968
50637,158,151912
50638,83,547540
50639,83,547540
50640,83,50640
50641,158,151924
50642,96,243376
50643,96,243376
50644,83,50644
50645,83,151936
50646,109,144232
50647,109,341872
50648,57,50648
50649,57,170944
50650,57,75976
50651,158,384640
50652,57,85480
50653,57,151960
50654,189,2079592
50655,189,2079592
50656,171,250504
50657,140,462184
50658,83,75988
50659,83,227968
50660,109,410884
50661,109,410884
50662,109,410884
50663,109,577096
50664,171,250504
50665,57,486952
50666,171,250504
50667,189,2465296
50668,57,64132
50669,57,152008
50670,57,171016
50671,194,865780
50672,171,250504
50673,171,250504
50674,158,96208
50675,158,228040
50676,171,250504
50677,171,250504
50678,96,410992
50679,96,410992
50680,158,144340
50681,158,192436
50682,158,144340
50683,158,288664
50684,158,433024
50685,158,433024
50686,202,2633632
50687,202,3897232
50688,34,50688
50689,109,208384
50690,127,76036
50691,127,228112
50692,127,50692
50693,127,152080
50694,127,114064
50695,171,342196
50696,57,50696
50697,114,1040740
50698,57,76048
50699,127,228148
50700,57,57040
50701,57,152104
50702,83,494080
50703,83,513376
50704,57,50704
50705,57,152116
50706,65,128356
50707,65,228184
50708,57,50708
50709,57,152128
50710,202,114100
50711,202,342304
50712,57,50712
50713,202,171160
50714,57,76072
50715,171,866536
50716,57,85588
50717,57,152152
50718,57,256768
50719,109,770308
50720,83,50720
50721,57,152164
50722,57,76084
50723,57,228256
50724,57,72232
50725,57,152176
50726,57,114136
50727,57,385216
50728,83,50728
50729,202,1462696
50730,83,76096
50731,57,228292
50732,202,146500
50733,202,152200
50734,202,171232
50735,202,2194288
50736,83,50736
50737,202,152212
50738,202,146500
50739,202,228328
50740,83,50740
50741,83,152224
50742,202,975400
50743,202,975400
50744,57,50744
50745,57,171268
50746,57,76120
50747,65,256912
50748,57,128464
50749,57,152248
50750,65,385396
50751,65,1156192
50752,83,50752
50753,57,152260
50754,57,76132
50755,57,228400
50756,83,50756
50757,83,152272
50758,83,114208
50759,264,9635920
50760,83,50760
50761,96,256984
50762,83,76144
50763,83,228436
50764,83,57112
50765,83,152296
50766,246,365956
50767,246,514024
50768,83,50768
50769,109,152308
50770,109,289168
50771,109,289168
50772,83,50772
50773,83,152320
50774,109,114244
50775,109,342736
50776,39,50776
50777,109,171376
50778,39,76168
50779,202,742120
50780,39,85696
50781,39,152344
50782,109,257092
50783,109,771280
50784,83,50784
50785,39,192832
50786,39,76180
50787,39,228544
50788,39,50788
50789,39,152368
50790,39,114280
50791,202,2780224
50792,83,50792
50793,57,385720
50794,83,76192
50795,109,228580
50796,202,144664
50797,202,152392
50798,202,171448
50799,202,578644
50800,202,695464
50801,83,152404
50802,202,85732
50803,202,228616
50804,202,695464
50805,202,695464
50806,39,128608
50807,39,342952
50808,202,695464
50809,202,289384
50810,202,695464
50811,39,257236
50812,145,846916
50813,145,846916
50814,145,846916
50815,277,7234324
50816,34,50816
50817,83,1564756
50818,83,76228
50819,83,228688
50820,109,61072
50821,109,152464
50822,109,114352
50823,109,343060
50824,57,50824
50825,109,549556
50826,57,76240
50827,109,228724
50828,57,57184
50829,57,152488
50830,57,244276
50831,57,514672
50832,57,50832
50833,83,152500
50834,83,128680
50835,83,228760
50836,57,50836
50837,57,152512
50838,57,114388
50839,57,343168
50840,57,50840
50841,65,171592
50842,57,76264
50843,109,651544
50844,57,96532
50845,57,152536
50846,57,257416
50847,109,1466080
50848,34,50848
50849,57,152548
50850,109,122200
50851,109,228832
50852,109,217240
50853,109,217240
50854,109,217240
50855,109,434464
50856,34,50856
50857,202,1955176
50858,34,76288
50859,57,228868
50860,57,91672
50861,57,152584
50862,57,171664
50863,57,514996
50864,83,50864
50865,83,152596
50866,83,85840
50867,83,228904
50868,83,50868
50869,83,152608
50870,57,464128
50871,57,464128
50872,83,50872
50873,57,171700
50874,83,76312
50875,57,257560
50876,83,128788
50877,83,152632
50878,83,386368
50879,57,1159108
50880,109,50880
50881,83,152644
50882,57,163024
50883,57,228976
50884,109,50884
50885,109,152656
50886,109,114496
50887,83,343492
50888,109,50888
50889,83,257632
50890,109,76336
50891,96,229012
50892,109,57256
50893,109,152680
50894,96,1100608
50895,96,1100608
50896,109,50896
50897,57,152692
50898,57,193264
50899,57,229048
50900,109,50900
50901,109,152704
50902,83,114532
50903,83,343600
50904,83,50904
50905,83,171808
50906,83,76360
50907,57,386584
50908,83,85912
50909,83,152728
50910,83,289960
50911,83,773224
50912,109,50912
50913,202,434968
50914,109,76372
50915,109,229120
50916,109,50916
50917,109,152752
50918,109,114568
50919,189,2351752
50920,109,50920
50921,202,386692
50922,109,76384
50923,109,392020
50924,140,176740
50925,140,176740
50926,140,176740
50927,171,6698032
50928,65,50928
50929,109,152788
50930,140,367144
50931,140,367144
50932,65,50932
50933,65,152800
50934,96,275380
50935,96,343816
50936,65,96712
50937,109,193408
50938,65,96712
50939,140,619648
50940,96,489616
50941,96,489616
50942,96,870424
50943,109,2937688
50944,127,50944
50945,109,152836
50946,109,76420
50947,109,229264
50948,109,103336
50949,109,152848
50950,109,114640
50951,109,343924
50952,109,275560
50953,202,2789152
50954,109,275560
50955,202,229300
50956,109,275560
50957,109,275560
50958,109,171988
50959,109,515968
50960,34,50960
50961,109,275560
50962,109,183688
50963,109,229336
50964,34,50964
50965,34,152896
50966,202,2092552
50967,202,2092552
50968,34,50968
50969,202,2480056
50970,34,76456
50971,171,30578632
50972,83,86020
50973,83,152920
50974,83,258064
50975,109,774196
50976,127,50976
50977,83,152932
50978,83,76468
50979,83,229408
50980,83,64528
50981,83,152944
50982,83,114712
50983,109,387160
50984,127,50984
50985,83,580768
50986,127,76480
50987,83,229444
50988,83,57364
50989,83,152968
50990,83,172096
50991,202,662416
50992,127,50992
50993,83,152980
50994,83,86056
50995,83,229480
50996,127,50996
50997,127,152992
50998,83,290464
50999,83,344248
51000,202,1276936
51001,202,209680
51002,202,1276936
51003,83,258208
51004,202,1276936
51005,202,1276936
51006,202,1276936
51007,202,1276936
51008,127,51008
51009,127,153028
51010,83,76516
51011,83,229552
51012,127,51012
51013,127,153040
51014,127,114784
51015,114,551608
51016,83,51016
51017,83,258280
51018,83,76528
51019,127,229588
51020,83,57400
51021,83,153064
51022,114,314656
51023,114,516616
51024,127,51024
51025,83,153076
51026,202,1276936
51027,202,1276936
51028,127,51028
51029,127,153088
51030,109,118096
51031,109,344464
51032,83,51032
51033,127,172240
51034,83,76552
51035,171,551824
51036,83,86128
51037,83,153112
51038,127,258388
51039,127,775168
51040,78,51040
51041,83,218032
51042,78,76564
51043,78,229696
51044,78,51044
51045,78,153136
51046,78,114856
51047,109,2943700
51048,78,51048
51049,202,1276936
51050,78,76576
51051,202,1276936
51052,127,96928
51053,127,153160
51054,127,172312
51055,83,581560
51056,78,51056
51057,78,153172
51058,158,86164
51059,158,229768
51060,78,51060
51061,78,153184
51062,158,129256
51063,158,344680
51064,202,6810136
51065,83,436264
51066,202,6810136
51067,264,1119472
51068,202,6810136
51069,202,6810136
51070,215,2484916
51071,215,2484916
51072,127,51072
51073,158,153220
51074,158,76612
51075,158,229840
51076,158,72736
51077,158,153232
51078,158,114928
51079,158,344788
51080,127,51080
51081,158,290932
51082,127,76624
51083,96,262168
51084,127,57472
51085,127,153256
51086,96,196648
51087,96,517264
51088,39,51088
51089,158,153268
51090,158,129328
51091,158,229912
51092,39,51092
51093,39,153280
51094,78,114964
51095,78,344896
51096,39,51096
51097,78,172456
51098,39,76648
51099,158,621592
51100,158,184192
51101,158,184192
51102,158,258712
51103,140,873160
51104,127,51104
51105,78,153316
51106,39,76660
51107,39,229984
51108,140,560356
51109,140,560356
51110,140,560356
51111,202,491236
51112,127,51112
51113,140,3315976
51114,127,76672
51115,158,276352
51116,158,163780
51117,158,163780
51118,158,172528
51119,39,517588
51120,78,51120
51121,127,153364
51122,127,86272
51123,127,230056
51124,78,51124
51125,78,153376
51126,39,194128
51127,39,345112
51128,78,51128
51129,39,172564
51130,78,76696
51131,39,258856
51132,202,552904
51133,202,552904
51134,202,552904
51135,202,1310560
51136,78,51136
51137,78,153412
51138,202,145636
51139,202,230128
51140,127,51140
51141,127,153424
51142,127,115072
51143,202,345220
51144,171,51144
51145,202,258928
51146,171,76720
51147,171,230164
51148,171,57544
51149,171,153448
51150,78,291328
51151,78,517912
51152,78,51152
51153,171,153460
51154,140,491668
51155,140,491668
51156,78,51156
51157,78,153472
51158,171,218536
51159,171,345328
51160,127,599056
51161,127,172672
51162,127,599056
51163,202,388528
51164,127,599056
51165,127,599056
51166,171,437128
51167,171,777112
51168,78,51168
51169,202,2523796
51170,78,76756
51171,78,230272
51172,78,51172
51173,78,153520
51174,78,115144
51175,65,582928
51176,78,51176
51177,65,655828
51178,78,76768
51179,189,3786424
51180,78,72880
51181,78,153544
51182,78,172744
51183,171,874528
51184,171,138400
51185,78,153556
51186,202,311344
51187,202,311344
51188,171,138400
51189,171,153568
51190,78,145780
51191,78,345544
51192,171,328048
51193,83,218680
51194,171,328048
51195,158,1660660
51196,171,984148
51197,171,984148
51198,171,2952448
51199,127,14381440
51200,34,51200
51201,78,153604
51202,171,76804
51203,171,230416
51204,171,51204
51205,171,153616
51206,171,115216
51207,171,345652
51208,127,51208
51209,78,259252
51210,127,76816
51211,171,230452
51212,127,57616
51213,127,153640
51214,171,172852
51215,171,518560
51216,171,51216
51217,127,153652
51218,202,129652
51219,202,230488
51220,171,51220
51221,171,153664
51222,127,115252
51223,127,345760
51224,171,51224
51225,78,172888
51226,171,76840
51227,78,875284
51228,83,155824
51229,83,155824
51230,83,259360
51231,171,778084
51232,65,51232
51233,83,155824
51234,171,76852
51235,171,230560
51236,127,64852
51237,127,153712
51238,127,115288
51239,202,4733152
51240,65,51240
51241,202,1497688
51242,65,76864
51243,78,230596
51244,171,57652
51245,171,153736
51246,171,172960
51247,78,518884
51248,65,51248
51249,78,153748
51250,78,86488
51251,78,230632
51252,65,51252
51253,65,153760
51254,233,5399296
51255,233,5399296
51256,171,51256
51257,171,172996
51258,171,76888
51259,202,374596
51260,171,129760
51261,171,153784
51262,202,1108564
51263,202,1167856
51264,65,51264
51265,78,153796
51266,78,82132
51267,78,230704
51268,65,51268
51269,65,153808
